transactionId,repaymentDay,amount
974517,2023-11-08T00:00:00Z,89940
974517,2023-11-08T00:00:00Z,34970
988753,2023-11-09T00:00:00Z,173268
989969,2023-11-09T00:00:00Z,16634
932237,2023-11-09T00:00:00Z,16633
990662,2023-11-10T00:00:00Z,31974
973055,2023-11-10T00:00:00Z,64925
973055,2023-11-10T00:00:00Z,74925
973055,2023-11-10T00:00:00Z,10025
973055,2023-11-10T00:00:00Z,64900
994184,2023-11-11T00:00:00Z,366600
898975,2023-11-11T00:00:00Z,407583
935708,2023-11-11T00:00:00Z,113233
995640,2023-11-11T00:00:00Z,69734
995770,2023-11-11T00:00:00Z,37895
896431,2023-11-13T00:00:00Z,68940
946336,2023-11-13T00:00:00Z,26666
939924,2023-11-14T00:00:00Z,133066
887864,2023-11-14T00:00:00Z,149933
897392,2023-11-14T00:00:00Z,164910
929387,2023-11-15T00:00:00Z,197721
1005246,2023-11-15T00:00:00Z,49308
945211,2023-11-16T00:00:00Z,199966
1007379,2023-11-16T00:00:00Z,39968
905460,2023-11-16T00:00:00Z,325173
1008238,2023-11-17T00:00:00Z,245703
1008238,2023-11-17T00:00:00Z,38795
910915,2023-11-17T00:00:00Z,446633
1009727,2023-11-17T00:00:00Z,49968
1010031,2023-11-18T00:00:00Z,28564
1010031,2023-11-18T00:00:00Z,4510
901390,2023-11-18T00:00:00Z,97966
951704,2023-11-18T00:00:00Z,726600
1013712,2023-11-19T00:00:00Z,38473
1013712,2023-11-19T00:00:00Z,38471
909171,2023-11-19T00:00:00Z,44966
1014150,2023-11-20T00:00:00Z,38300
963190,2023-11-20T00:00:00Z,28305
963190,2023-11-20T00:00:00Z,28305
964646,2023-11-20T00:00:00Z,29970
941860,2023-11-21T00:00:00Z,49966
1017009,2023-11-21T00:00:00Z,607268
953686,2023-11-21T00:00:00Z,29800
1019254,2023-11-22T00:00:00Z,124800
978189,2023-11-22T00:00:00Z,209031
1019999,2023-11-22T00:00:00Z,253300
1021395,2023-11-23T00:00:00Z,213300
908435,2023-11-23T00:00:00Z,48138
959174,2023-11-24T00:00:00Z,53970
976979,2023-11-24T00:00:00Z,419060
976979,2023-11-24T00:00:00Z,419060
976979,2023-11-24T00:00:00Z,-419060
976979,2023-11-24T00:00:00Z,419060
1024409,2023-11-24T00:00:00Z,333300
1024556,2023-11-24T00:00:00Z,113305
975264,2023-11-24T00:00:00Z,66466
975264,2023-11-24T00:00:00Z,66466
975264,2023-11-24T00:00:00Z,-56468
975264,2023-11-24T00:00:00Z,56468
1024824,2023-11-24T00:00:00Z,78000
959519,2023-11-24T00:00:00Z,56633
1026041,2023-11-24T00:00:00Z,411880
1026858,2023-11-25T00:00:00Z,19980
1027354,2023-11-25T00:00:00Z,413300
959220,2023-11-25T00:00:00Z,266600
919201,2023-11-25T00:00:00Z,583266
1028720,2023-11-25T00:00:00Z,64950
962681,2023-11-26T00:00:00Z,199966
908314,2023-11-27T00:00:00Z,54950
908314,2023-11-27T00:00:00Z,54950
1034490,2023-11-27T00:00:00Z,42475
1035400,2023-11-28T00:00:00Z,491558
922438,2023-11-28T00:00:00Z,111920
916663,2023-11-28T00:00:00Z,56638
1037197,2023-11-28T00:00:00Z,385451
972387,2023-11-29T00:00:00Z,175866
921360,2023-11-29T00:00:00Z,449933
965949,2023-11-30T00:00:00Z,237300
965949,2023-11-30T00:00:00Z,237300
1041078,2023-11-30T00:00:00Z,48634
887626,2023-11-30T00:00:00Z,473437
887626,2023-11-30T00:00:00Z,473437
1042032,2023-11-30T00:00:00Z,173268
1042097,2023-11-30T00:00:00Z,49968
1042879,2023-11-30T00:00:00Z,33228
966728,2023-12-01T00:00:00Z,233233
1043700,2023-12-01T00:00:00Z,306668
978935,2023-12-01T00:00:00Z,29966
974517,2023-12-02T00:00:00Z,54970
1046882,2023-12-02T00:00:00Z,112600
1047069,2023-12-02T00:00:00Z,363268
1026858,2023-12-02T00:00:00Z,19980
1026858,2023-12-02T00:00:00Z,19980
1026858,2023-12-02T00:00:00Z,-9980
1026858,2023-12-02T00:00:00Z,9980
1047311,2023-12-02T00:00:00Z,17468
984397,2023-12-02T00:00:00Z,24193
975353,2023-12-02T00:00:00Z,333300
1047831,2023-12-02T00:00:00Z,119968
988753,2023-12-02T00:00:00Z,173266
1049584,2023-12-03T00:00:00Z,26468
930885,2023-12-03T00:00:00Z,136666
973055,2023-12-03T00:00:00Z,84975
1052303,2023-12-04T00:00:00Z,31540
1052303,2023-12-04T00:00:00Z,31540
1052303,2023-12-04T00:00:00Z,31540
1052303,2023-12-04T00:00:00Z,-31540
1052303,2023-12-04T00:00:00Z,31540
995640,2023-12-04T00:00:00Z,69733
995770,2023-12-04T00:00:00Z,37895
995770,2023-12-04T00:00:00Z,37895
920881,2023-12-04T00:00:00Z,430320
1055465,2023-12-05T00:00:00Z,78250
981496,2023-12-05T00:00:00Z,350700
981063,2023-12-05T00:00:00Z,62940
1034490,2023-12-05T00:00:00Z,42475
1034490,2023-12-05T00:00:00Z,42475
1034490,2023-12-05T00:00:00Z,-32475
1034490,2023-12-05T00:00:00Z,32475
928238,2023-12-05T00:00:00Z,59940
1059059,2023-12-06T00:00:00Z,139365
925229,2023-12-06T00:00:00Z,84915
1061028,2023-12-06T00:00:00Z,86229
1061028,2023-12-06T00:00:00Z,86228
1061028,2023-12-06T00:00:00Z,86228
1061450,2023-12-07T00:00:00Z,166568
975353,2023-12-07T00:00:00Z,333300
975353,2023-12-07T00:00:00Z,-333300
975353,2023-12-07T00:00:00Z,333300
975353,2023-12-07T00:00:00Z,-333300
975353,2023-12-07T00:00:00Z,333300
1064002,2023-12-08T00:00:00Z,36634
989969,2023-12-08T00:00:00Z,16633
933742,2023-12-08T00:00:00Z,23333
930788,2023-12-08T00:00:00Z,29970
1066480,2023-12-08T00:00:00Z,74975
1071037,2023-12-10T00:00:00Z,481395
1071266,2023-12-10T00:00:00Z,243359
1071787,2023-12-10T00:00:00Z,87425
1009727,2023-12-10T00:00:00Z,49966
932237,2023-12-10T00:00:00Z,16633
1072601,2023-12-10T00:00:00Z,53239
1074209,2023-12-11T00:00:00Z,17639
935708,2023-12-11T00:00:00Z,113233
1005246,2023-12-12T00:00:00Z,49306
1076397,2023-12-12T00:00:00Z,74975
962681,2023-12-12T00:00:00Z,189968
962681,2023-12-12T00:00:00Z,9998
964646,2023-12-12T00:00:00Z,28472
964646,2023-12-12T00:00:00Z,1498
1024556,2023-12-12T00:00:00Z,107640
1024556,2023-12-12T00:00:00Z,5665
1076856,2023-12-12T00:00:00Z,38800
1014150,2023-12-12T00:00:00Z,36385
1014150,2023-12-12T00:00:00Z,1915
1019999,2023-12-12T00:00:00Z,240635
1019999,2023-12-12T00:00:00Z,12665
1047311,2023-12-12T00:00:00Z,16593
1047311,2023-12-12T00:00:00Z,873
1043700,2023-12-12T00:00:00Z,291333
1043700,2023-12-12T00:00:00Z,15333
1043700,2023-12-12T00:00:00Z,291333
1043700,2023-12-12T00:00:00Z,15333
1010031,2023-12-12T00:00:00Z,27135
1010031,2023-12-12T00:00:00Z,1428
1010031,2023-12-12T00:00:00Z,27135
1010031,2023-12-12T00:00:00Z,1428
1077106,2023-12-12T00:00:00Z,17970
951704,2023-12-12T00:00:00Z,690270
951704,2023-12-12T00:00:00Z,36330
1007379,2023-12-13T00:00:00Z,37968
1007379,2023-12-13T00:00:00Z,1998
939924,2023-12-13T00:00:00Z,126413
939924,2023-12-13T00:00:00Z,6653
995640,2023-12-13T00:00:00Z,66247
995640,2023-12-13T00:00:00Z,3486
1077106,2023-12-13T00:00:00Z,17970
1042097,2023-12-13T00:00:00Z,47468
1042097,2023-12-13T00:00:00Z,2498
984397,2023-12-13T00:00:00Z,22984
984397,2023-12-13T00:00:00Z,1209
1013712,2023-12-13T00:00:00Z,36548
1013712,2023-12-13T00:00:00Z,1923
978189,2023-12-13T00:00:00Z,198580
978189,2023-12-13T00:00:00Z,10451
1008238,2023-12-13T00:00:00Z,233416
1008238,2023-12-13T00:00:00Z,12285
920881,2023-12-13T00:00:00Z,264480
1014150,2023-12-13T00:00:00Z,36385
1014150,2023-12-13T00:00:00Z,1915
1028720,2023-12-13T00:00:00Z,61703
1028720,2023-12-13T00:00:00Z,3247
946336,2023-12-13T00:00:00Z,25333
946336,2023-12-13T00:00:00Z,1333
1081693,2023-12-13T00:00:00Z,442440
1081861,2023-12-14T00:00:00Z,23300
1082744,2023-12-14T00:00:00Z,149181
1083280,2023-12-14T00:00:00Z,77235
1083540,2023-12-14T00:00:00Z,151050
1084302,2023-12-14T00:00:00Z,459380
1084853,2023-12-15T00:00:00Z,43000
1085446,2023-12-15T00:00:00Z,504840
1085624,2023-12-15T00:00:00Z,82270
1066480,2023-12-15T00:00:00Z,74975
1066480,2023-12-15T00:00:00Z,74975
1066480,2023-12-15T00:00:00Z,-64975
1066480,2023-12-15T00:00:00Z,64975
1087829,2023-12-16T00:00:00Z,169850
1088451,2023-12-16T00:00:00Z,416266
1021395,2023-12-16T00:00:00Z,213300
945211,2023-12-16T00:00:00Z,199966
1089915,2023-12-16T00:00:00Z,345180
1072601,2023-12-16T00:00:00Z,53238
1094764,2023-12-18T00:00:00Z,383250
1095502,2023-12-18T00:00:00Z,84950
1101279,2023-12-19T00:00:00Z,22135
1103012,2023-12-20T00:00:00Z,530082
1077106,2023-12-20T00:00:00Z,17970
1019254,2023-12-20T00:00:00Z,124800
1103990,2023-12-20T00:00:00Z,337186
1017009,2023-12-21T00:00:00Z,607266
1105875,2023-12-21T00:00:00Z,189934
1041078,2023-12-21T00:00:00Z,48633
1041078,2023-12-21T00:00:00Z,48633
1110806,2023-12-22T00:00:00Z,79925
1112159,2023-12-22T00:00:00Z,61275
1112159,2023-12-22T00:00:00Z,61275
1112159,2023-12-22T00:00:00Z,61275
953686,2023-12-22T00:00:00Z,29800
1115382,2023-12-23T00:00:00Z,104925
1049584,2023-12-23T00:00:00Z,26466
1115629,2023-12-23T00:00:00Z,133300
1116140,2023-12-23T00:00:00Z,16566
972387,2023-12-23T00:00:00Z,89946
1117556,2023-12-23T00:00:00Z,206561
1024409,2023-12-24T00:00:00Z,333300
1120517,2023-12-24T00:00:00Z,166624
1037197,2023-12-24T00:00:00Z,385451
1120718,2023-12-24T00:00:00Z,197885
1121848,2023-12-25T00:00:00Z,21650
1027354,2023-12-25T00:00:00Z,413300
959174,2023-12-25T00:00:00Z,53970
959220,2023-12-25T00:00:00Z,266600
1047831,2023-12-25T00:00:00Z,119966
1024824,2023-12-25T00:00:00Z,78000
959519,2023-12-25T00:00:00Z,56633
1125308,2023-12-26T00:00:00Z,145666
1026041,2023-12-26T00:00:00Z,432474
1128131,2023-12-26T00:00:00Z,143234
1130919,2023-12-27T00:00:00Z,67450
978935,2023-12-28T00:00:00Z,29966
1055465,2023-12-28T00:00:00Z,78250
1135651,2023-12-28T00:00:00Z,499150
1139451,2023-12-30T00:00:00Z,162375
1139569,2023-12-30T00:00:00Z,237325
1139677,2023-12-30T00:00:00Z,472050
1139721,2023-12-30T00:00:00Z,43320
1140386,2023-12-30T00:00:00Z,14219
1140386,2023-12-30T00:00:00Z,14218
1140386,2023-12-30T00:00:00Z,14218
1140386,2023-12-30T00:00:00Z,-14219
1140386,2023-12-30T00:00:00Z,14219
1042032,2023-12-30T00:00:00Z,173266
1141308,2023-12-30T00:00:00Z,92425
1061450,2023-12-30T00:00:00Z,166566
1042879,2023-12-30T00:00:00Z,33226
1059059,2023-12-31T00:00:00Z,139365
1046882,2024-01-01T00:00:00Z,112600
1148571,2024-01-01T00:00:00Z,166694
988753,2024-01-01T00:00:00Z,173266
966728,2024-01-01T00:00:00Z,233233
1152333,2024-01-02T00:00:00Z,37546
1153506,2024-01-03T00:00:00Z,23054
1153506,2024-01-03T00:00:00Z,23053
1153544,2024-01-03T00:00:00Z,199966
1155685,2024-01-03T00:00:00Z,32744
1155790,2024-01-03T00:00:00Z,47089
1155790,2024-01-03T00:00:00Z,47088
1155790,2024-01-03T00:00:00Z,47088
1156420,2024-01-03T00:00:00Z,133981
1159461,2024-01-04T00:00:00Z,128219
1159461,2024-01-04T00:00:00Z,128218
1159461,2024-01-04T00:00:00Z,128218
1159461,2024-01-04T00:00:00Z,-128219
1159461,2024-01-04T00:00:00Z,128219
1076397,2024-01-04T00:00:00Z,74975
994184,2024-01-04T00:00:00Z,366600
1161749,2024-01-04T00:00:00Z,77425
981063,2024-01-05T00:00:00Z,62940
1164684,2024-01-05T00:00:00Z,24446
1166141,2024-01-05T00:00:00Z,127734
1167421,2024-01-06T00:00:00Z,53770
1169442,2024-01-06T00:00:00Z,25619
981496,2024-01-06T00:00:00Z,350700
1170385,2024-01-06T00:00:00Z,46616
989969,2024-01-06T00:00:00Z,16633
1173380,2024-01-07T00:00:00Z,218791
1174942,2024-01-07T00:00:00Z,48139
1074209,2024-01-07T00:00:00Z,17638
1074209,2024-01-07T00:00:00Z,17638
1084853,2024-01-07T00:00:00Z,43000
1176838,2024-01-07T00:00:00Z,672880
1177970,2024-01-08T00:00:00Z,76824
1178117,2024-01-08T00:00:00Z,149910
1071037,2024-01-08T00:00:00Z,481395
1064002,2024-01-08T00:00:00Z,36633
1152333,2024-01-08T00:00:00Z,37547
1152333,2024-01-08T00:00:00Z,37547
1152333,2024-01-08T00:00:00Z,-37546
1152333,2024-01-08T00:00:00Z,37546
1139677,2024-01-08T00:00:00Z,64925
1139677,2024-01-08T00:00:00Z,224925
1139677,2024-01-08T00:00:00Z,182200
1139677,2024-01-08T00:00:00Z,42725
1139677,2024-01-08T00:00:00Z,127425
1139677,2024-01-08T00:00:00Z,89925
1139677,2024-01-08T00:00:00Z,211975
1139677,2024-01-08T00:00:00Z,-87275
1139677,2024-01-08T00:00:00Z,87275
1139677,2024-01-08T00:00:00Z,-127425
1139677,2024-01-08T00:00:00Z,127425
1139677,2024-01-08T00:00:00Z,-149925
1139677,2024-01-08T00:00:00Z,149925
1139677,2024-01-08T00:00:00Z,-97425
1139677,2024-01-08T00:00:00Z,97425
1180583,2024-01-08T00:00:00Z,54966
1071787,2024-01-08T00:00:00Z,87425
1181231,2024-01-08T00:00:00Z,47754
1181231,2024-01-08T00:00:00Z,47753
1181231,2024-01-08T00:00:00Z,47753
1182460,2024-01-09T00:00:00Z,442720
1008238,2024-01-09T00:00:00Z,245701
1076856,2024-01-09T00:00:00Z,38800
1185090,2024-01-09T00:00:00Z,43300
1139569,2024-01-09T00:00:00Z,64925
1139569,2024-01-09T00:00:00Z,82425
1071266,2024-01-10T00:00:00Z,243358
1185885,2024-01-10T00:00:00Z,11666
1185898,2024-01-10T00:00:00Z,89934
1187757,2024-01-10T00:00:00Z,484920
1188307,2024-01-11T00:00:00Z,239400
1049584,2024-01-11T00:00:00Z,26466
1180583,2024-01-11T00:00:00Z,54967
1180583,2024-01-11T00:00:00Z,29983
1180583,2024-01-11T00:00:00Z,24984
1180583,2024-01-11T00:00:00Z,-44966
1180583,2024-01-11T00:00:00Z,44966
1194916,2024-01-12T00:00:00Z,166634
1085624,2024-01-12T00:00:00Z,82270
1195453,2024-01-12T00:00:00Z,712500
1083540,2024-01-13T00:00:00Z,151050
905460,2024-01-13T00:00:00Z,-325173
905460,2024-01-13T00:00:00Z,325173
905460,2024-01-13T00:00:00Z,-325173
905460,2024-01-13T00:00:00Z,325173
905460,2024-01-13T00:00:00Z,-325174
905460,2024-01-13T00:00:00Z,325174
1082744,2024-01-13T00:00:00Z,149182
1200426,2024-01-13T00:00:00Z,64950
1085446,2024-01-14T00:00:00Z,504840
1085446,2024-01-14T00:00:00Z,504840
1087829,2024-01-14T00:00:00Z,169850
1005246,2024-01-14T00:00:00Z,49306
1205052,2024-01-15T00:00:00Z,271666
1103012,2024-01-15T00:00:00Z,530082
1103012,2024-01-15T00:00:00Z,530082
1088451,2024-01-15T00:00:00Z,416267
1089915,2024-01-15T00:00:00Z,345180
1007379,2024-01-15T00:00:00Z,39966
1207127,2024-01-15T00:00:00Z,1381552
1207472,2024-01-15T00:00:00Z,102400
1095502,2024-01-15T00:00:00Z,84950
1208469,2024-01-15T00:00:00Z,143184
1209221,2024-01-16T00:00:00Z,164970
1009727,2024-01-16T00:00:00Z,49966
1195453,2024-01-16T00:00:00Z,266000
1094764,2024-01-17T00:00:00Z,383250
1121848,2024-01-17T00:00:00Z,21650
1215173,2024-01-17T00:00:00Z,102466
1215611,2024-01-17T00:00:00Z,49966
1101279,2024-01-18T00:00:00Z,22135
1218131,2024-01-18T00:00:00Z,72450
1081861,2024-01-18T00:00:00Z,23300
1081861,2024-01-18T00:00:00Z,23300
1220228,2024-01-19T00:00:00Z,26634
1128131,2024-01-19T00:00:00Z,143233
1222338,2024-01-19T00:00:00Z,222000
1017009,2024-01-20T00:00:00Z,607266
1105875,2024-01-20T00:00:00Z,189933
1103990,2024-01-20T00:00:00Z,337187
1028720,2024-01-20T00:00:00Z,64950
1226589,2024-01-20T00:00:00Z,49966
1019254,2024-01-20T00:00:00Z,124800
1110806,2024-01-21T00:00:00Z,79925
1110806,2024-01-21T00:00:00Z,79925
1229743,2024-01-21T00:00:00Z,110784
1019999,2024-01-21T00:00:00Z,253300
1230002,2024-01-21T00:00:00Z,87450
1230708,2024-01-22T00:00:00Z,343266
1231235,2024-01-22T00:00:00Z,21755
1021395,2024-01-22T00:00:00Z,213300
1024556,2024-01-22T00:00:00Z,113305
1232303,2024-01-22T00:00:00Z,236962
1026041,2024-01-22T00:00:00Z,411880
1116140,2024-01-22T00:00:00Z,16567
1117556,2024-01-22T00:00:00Z,206562
1027354,2024-01-22T00:00:00Z,413300
1235481,2024-01-23T00:00:00Z,458300
1024409,2024-01-23T00:00:00Z,333300
1236773,2024-01-23T00:00:00Z,837450
1120517,2024-01-23T00:00:00Z,166624
1237555,2024-01-23T00:00:00Z,14155
1238171,2024-01-24T00:00:00Z,39966
1238704,2024-01-24T00:00:00Z,299966
1148571,2024-01-24T00:00:00Z,166693
1130919,2024-01-24T00:00:00Z,67450
1241839,2024-01-24T00:00:00Z,39539
1125308,2024-01-25T00:00:00Z,145667
1244731,2024-01-25T00:00:00Z,10989
1246119,2024-01-25T00:00:00Z,43300
1037197,2024-01-26T00:00:00Z,385451
1155685,2024-01-26T00:00:00Z,32743
1250020,2024-01-26T00:00:00Z,154966
1115629,2024-01-27T00:00:00Z,133300
1230002,2024-01-27T00:00:00Z,87450
1230002,2024-01-27T00:00:00Z,29975
1230002,2024-01-27T00:00:00Z,57475
1230002,2024-01-27T00:00:00Z,-77450
1230002,2024-01-27T00:00:00Z,77450
1156420,2024-01-27T00:00:00Z,133982
1120718,2024-01-27T00:00:00Z,197885
1026041,2024-01-28T00:00:00Z,20594
1121848,2024-01-28T00:00:00Z,21650
1024824,2024-01-28T00:00:00Z,78000
1139721,2024-01-28T00:00:00Z,43320
1139721,2024-01-28T00:00:00Z,43320
1164684,2024-01-28T00:00:00Z,24447
1258526,2024-01-28T00:00:00Z,126234
1259671,2024-01-29T00:00:00Z,83818
1042097,2024-01-29T00:00:00Z,49966
1115382,2024-01-29T00:00:00Z,104925
1047831,2024-01-29T00:00:00Z,119966
1135651,2024-01-29T00:00:00Z,499150
1262029,2024-01-29T00:00:00Z,104531
1139451,2024-01-30T00:00:00Z,162375
1042032,2024-01-30T00:00:00Z,173266
1264414,2024-01-30T00:00:00Z,574966
1081693,2024-01-30T00:00:00Z,442440
1265897,2024-01-30T00:00:00Z,176634
1266182,2024-01-30T00:00:00Z,28316
1153544,2024-01-30T00:00:00Z,199967
1269203,2024-01-31T00:00:00Z,59934
1141308,2024-01-31T00:00:00Z,92425
887626,2024-01-31T00:00:00Z,473437
1166141,2024-01-31T00:00:00Z,127733
1046882,2024-01-31T00:00:00Z,112600
1274066,2024-02-01T00:00:00Z,26634
1178117,2024-02-01T00:00:00Z,149910
1276846,2024-02-01T00:00:00Z,105300
1161749,2024-02-01T00:00:00Z,77425
1278768,2024-02-01T00:00:00Z,49966
1035400,2024-02-02T00:00:00Z,491556
1035400,2024-02-02T00:00:00Z,491556
1283305,2024-02-02T00:00:00Z,28469
1285536,2024-02-03T00:00:00Z,10866
1185885,2024-02-03T00:00:00Z,11667
1285907,2024-02-03T00:00:00Z,10866
1059059,2024-02-03T00:00:00Z,139365
1174942,2024-02-03T00:00:00Z,48138
1287080,2024-02-03T00:00:00Z,139966
1288649,2024-02-03T00:00:00Z,49966
1055465,2024-02-03T00:00:00Z,78250
1169442,2024-02-03T00:00:00Z,25618
1170385,2024-02-03T00:00:00Z,46617
1290180,2024-02-03T00:00:00Z,77040
1292674,2024-02-04T00:00:00Z,29034
1294678,2024-02-04T00:00:00Z,50775
1296787,2024-02-04T00:00:00Z,51726
1298497,2024-02-05T00:00:00Z,120301
1164684,2024-02-05T00:00:00Z,24447
1061450,2024-02-05T00:00:00Z,166566
1182460,2024-02-05T00:00:00Z,442720
1064002,2024-02-05T00:00:00Z,36633
1301896,2024-02-05T00:00:00Z,28638
1302999,2024-02-05T00:00:00Z,373945
1303115,2024-02-05T00:00:00Z,476650
1304138,2024-02-06T00:00:00Z,217994
1173380,2024-02-06T00:00:00Z,196667
1177970,2024-02-06T00:00:00Z,76823
1305592,2024-02-06T00:00:00Z,15006
1305760,2024-02-06T00:00:00Z,116566
1306578,2024-02-06T00:00:00Z,34801
1084853,2024-02-06T00:00:00Z,43000
1309326,2024-02-06T00:00:00Z,101334
1309537,2024-02-06T00:00:00Z,34770
1309537,2024-02-06T00:00:00Z,34770
1153506,2024-02-06T00:00:00Z,23053
1311381,2024-02-07T00:00:00Z,183266
1312009,2024-02-07T00:00:00Z,149000
1072601,2024-02-07T00:00:00Z,53238
1313464,2024-02-07T00:00:00Z,19009
1185898,2024-02-07T00:00:00Z,89933
1185898,2024-02-07T00:00:00Z,89933
1176838,2024-02-07T00:00:00Z,672880
1315141,2024-02-07T00:00:00Z,472200
1071787,2024-02-07T00:00:00Z,87425
1315865,2024-02-07T00:00:00Z,272934
1317658,2024-02-08T00:00:00Z,52409
1317773,2024-02-08T00:00:00Z,21842
1318147,2024-02-08T00:00:00Z,131670
1071037,2024-02-08T00:00:00Z,481395
994184,2024-02-08T00:00:00Z,366600
1320485,2024-02-08T00:00:00Z,32400
1320710,2024-02-08T00:00:00Z,366666
1076856,2024-02-08T00:00:00Z,38800
1322820,2024-02-08T00:00:00Z,199814
1071266,2024-02-09T00:00:00Z,243358
1324607,2024-02-09T00:00:00Z,79946
1047069,2024-02-09T00:00:00Z,363266
1047069,2024-02-09T00:00:00Z,363266
1327468,2024-02-09T00:00:00Z,28305
1328650,2024-02-09T00:00:00Z,21026
1331470,2024-02-10T00:00:00Z,39980
1194916,2024-02-10T00:00:00Z,166633
1332087,2024-02-10T00:00:00Z,84011
1332199,2024-02-10T00:00:00Z,103920
1333405,2024-02-10T00:00:00Z,56634
1187757,2024-02-10T00:00:00Z,484920
1334798,2024-02-10T00:00:00Z,33971
1076397,2024-02-11T00:00:00Z,74975
1335944,2024-02-11T00:00:00Z,10866
1185090,2024-02-11T00:00:00Z,43300
1340376,2024-02-11T00:00:00Z,80719
1341106,2024-02-11T00:00:00Z,43866
1207127,2024-02-12T00:00:00Z,648729
1082744,2024-02-12T00:00:00Z,149182
1083540,2024-02-12T00:00:00Z,151050
1085624,2024-02-12T00:00:00Z,82270
1344526,2024-02-12T00:00:00Z,62450
1087829,2024-02-12T00:00:00Z,169850
1205052,2024-02-12T00:00:00Z,271667
1207472,2024-02-12T00:00:00Z,102400
1047311,2024-02-12T00:00:00Z,17466
1346107,2024-02-12T00:00:00Z,9431
1200426,2024-02-12T00:00:00Z,64950
1346669,2024-02-13T00:00:00Z,199880
1346669,2024-02-13T00:00:00Z,199880
1346669,2024-02-13T00:00:00Z,199880
1346669,2024-02-13T00:00:00Z,199880
1346750,2024-02-13T00:00:00Z,76899
1347640,2024-02-13T00:00:00Z,76899
1188307,2024-02-13T00:00:00Z,239400
1348779,2024-02-13T00:00:00Z,15644
990662,2024-02-13T00:00:00Z,31973
990662,2024-02-13T00:00:00Z,31973
1350433,2024-02-13T00:00:00Z,385451
1209221,2024-02-13T00:00:00Z,164970
1351263,2024-02-13T00:00:00Z,356334
1229743,2024-02-14T00:00:00Z,110783
1081693,2024-02-14T00:00:00Z,442440
1353726,2024-02-14T00:00:00Z,18389
1089915,2024-02-14T00:00:00Z,345180
1208469,2024-02-14T00:00:00Z,143183
1095502,2024-02-14T00:00:00Z,84950
1333405,2024-02-14T00:00:00Z,56633
1333405,2024-02-14T00:00:00Z,56633
1333405,2024-02-14T00:00:00Z,46634
1357467,2024-02-14T00:00:00Z,44645
1359254,2024-02-15T00:00:00Z,131550
1359378,2024-02-15T00:00:00Z,21834
1360102,2024-02-15T00:00:00Z,117674
1360317,2024-02-15T00:00:00Z,34000
1361751,2024-02-15T00:00:00Z,96334
1361852,2024-02-15T00:00:00Z,96334
1363145,2024-02-15T00:00:00Z,39000
1366123,2024-02-16T00:00:00Z,657046
1367009,2024-02-16T00:00:00Z,83560
1305760,2024-02-16T00:00:00Z,116567
1305760,2024-02-16T00:00:00Z,53233
1094764,2024-02-16T00:00:00Z,383250
1220228,2024-02-16T00:00:00Z,26633
1215173,2024-02-16T00:00:00Z,102467
1369290,2024-02-16T00:00:00Z,105517
1371239,2024-02-17T00:00:00Z,115456
1371253,2024-02-17T00:00:00Z,122586
1218131,2024-02-17T00:00:00Z,72450
1372969,2024-02-17T00:00:00Z,78250
1088451,2024-02-17T00:00:00Z,416267
1088451,2024-02-17T00:00:00Z,416267
1088451,2024-02-17T00:00:00Z,416266
1322820,2024-02-17T00:00:00Z,77920
1360102,2024-02-17T00:00:00Z,117673
1360102,2024-02-17T00:00:00Z,117673
1105875,2024-02-17T00:00:00Z,189933
1101279,2024-02-17T00:00:00Z,22135
1103990,2024-02-18T00:00:00Z,337187
1381151,2024-02-18T00:00:00Z,24636
1130919,2024-02-18T00:00:00Z,67450
1381151,2024-02-18T00:00:00Z,24637
1381151,2024-02-18T00:00:00Z,24637
1383815,2024-02-19T00:00:00Z,406600
1383991,2024-02-19T00:00:00Z,167946
1384153,2024-02-19T00:00:00Z,48400
1385294,2024-02-19T00:00:00Z,47469
1385347,2024-02-19T00:00:00Z,9151
1386030,2024-02-19T00:00:00Z,56506
1231235,2024-02-19T00:00:00Z,21755
1232303,2024-02-19T00:00:00Z,213000
1388067,2024-02-19T00:00:00Z,16214
1392300,2024-02-20T00:00:00Z,17606
1393579,2024-02-20T00:00:00Z,272801
1394942,2024-02-20T00:00:00Z,49975
1395246,2024-02-20T00:00:00Z,144146
1396682,2024-02-21T00:00:00Z,38316
1115382,2024-02-21T00:00:00Z,104925
1026041,2024-02-21T00:00:00Z,411880
1372969,2024-02-21T00:00:00Z,39950
1399726,2024-02-21T00:00:00Z,39869
1399758,2024-02-21T00:00:00Z,35900
1241839,2024-02-21T00:00:00Z,39638
1238704,2024-02-21T00:00:00Z,299967
1400762,2024-02-21T00:00:00Z,42334
1117556,2024-02-21T00:00:00Z,206562
1401943,2024-02-22T00:00:00Z,239974
1403215,2024-02-22T00:00:00Z,13034
1403240,2024-02-22T00:00:00Z,33300
1403929,2024-02-22T00:00:00Z,49000
1403940,2024-02-22T00:00:00Z,79700
1406097,2024-02-22T00:00:00Z,26220
1237555,2024-02-22T00:00:00Z,14155
1215611,2024-02-22T00:00:00Z,49967
1236773,2024-02-22T00:00:00Z,312648
1230708,2024-02-22T00:00:00Z,343267
1407911,2024-02-22T00:00:00Z,63270
1407939,2024-02-22T00:00:00Z,71386
1407939,2024-02-22T00:00:00Z,71387
1407939,2024-02-22T00:00:00Z,71387
1407939,2024-02-22T00:00:00Z,71386
1408458,2024-02-23T00:00:00Z,29034
1116140,2024-02-23T00:00:00Z,16567
